"No.","Time","Source","Destination","Protocol","Length","Info"
"155","14.635939","192.168.1.60","192.0.78.23","TCP","1506","[TCP Retransmission] 58033  >  443 [PSH, ACK] Seq=607 Ack=245 Win=131840 Len=1452"
"156","14.656734","192.0.78.23","192.168.1.60","TCP","66","443  >  58033 [ACK] Seq=245 Ack=2308 Win=36352 Len=0 SLE=856 SRE=2059"
"157","14.656734","192.0.78.23","192.168.1.60","TLSv1.3","341","Application Data"
"158","14.697880","192.168.1.60","192.0.78.23","TCP","54","58033  >  443 [ACK] Seq=2308 Ack=532 Win=131584 Len=0"
"159","14.774330","192.0.78.23","192.168.1.60","TLSv1.3","327","Application Data"
"160","14.823650","192.168.1.60","192.0.78.23","TCP","54","58033  >  443 [ACK] Seq=2308 Ack=805 Win=131328 Len=0"
"161","15.361164","192.168.1.56","224.0.0.251","MDNS","581","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android-3.local PTR, cache flush Android-3.local PTR, cache flush Android-3.local A, cache flush 192.168.1.56 AAAA, cache flush fe80::3051:e0ff:fe61:a710 NSEC, cache flush {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local NSEC, cache flush 56.1.168.192.in-addr.arpa NSEC, cache flush 0.1.7.A.1.6.E.F.F.F.0.E.1.5.0.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-3.local"
"162","15.362071","fe80::3051:e0ff:fe61:a710","ff02::fb","MDNS","601","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android-3.local PTR, cache flush Android-3.local PTR, cache flush Android-3.local A, cache flush 192.168.1.56 AAAA, cache flush fe80::3051:e0ff:fe61:a710 NSEC, cache flush {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local NSEC, cache flush 56.1.168.192.in-addr.arpa NSEC, cache flush 0.1.7.A.1.6.E.F.F.F.0.E.1.5.0.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-3.local"
"163","16.589296","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"164","17.818133","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"165","18.739785","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"166","18.858161","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","ICMPv6","86","Neighbor Solicitation for fe80::1213:31ff:feee:612a from 40:23:43:60:39:1f"
"167","18.859857","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","ICMPv6","86","Neighbor Advertisement fe80::1213:31ff:feee:612a (rtr, sol, ovr) is at 10:13:31:ee:61:2a"
"168","18.999866","Chongqin_60:39:1f","Broadcast","ARP","42","Who has 192.168.1.1? Tell 192.168.1.60"
"169","19.039068","Technico_ee:61:2a","Chongqin_60:39:1f","ARP","42","192.168.1.1 is at 10:13:31:ee:61:2a"
"170","19.139043","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","96","Standard query 0x0343 AAAA dns.msftncsi.com"
"171","19.150612","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","124","Standard query response 0x0343 AAAA dns.msftncsi.com AAAA fd3e:4f5a:5b81::1"
"172","19.497692","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","103","Standard query 0x4b01 A www.msftconnecttest.com"
"173","19.497692","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","104","Standard query 0x899a A ipv6.msftconnecttest.com"
"174","19.509639","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","239","Standard query response 0x4b01 A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME v4ncsi.msedge.net CNAME ncsi.4-c-0003.c-msedge.net CNAME 4-c-0003.c-msedge.net A 13.107.4.52"
"175","19.510368","192.168.1.60","13.107.4.52","TCP","66","58034  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"176","19.510630","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","243","Standard query response 0x899a A ipv6.msftconnecttest.com CNAME v6ncsi.msedge.net CNAME ncsi.6-c-0003.c-msedge.net CNAME 6-c-0003.c-msedge.net SOA ns1.c-msedge.net"
"177","19.532387","13.107.4.52","192.168.1.60","TCP","66","80  >  58034 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"178","19.532544","192.168.1.60","13.107.4.52","TCP","54","58034  >  80 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"179","19.532737","192.168.1.60","13.107.4.52","HTTP","208","GET /connecttest.txt HTTP/1.1 "
"180","19.553522","13.107.4.52","192.168.1.60","TCP","54","80  >  58034 [ACK] Seq=1 Ack=155 Win=4194560 Len=0"
"181","19.555540","13.107.4.52","192.168.1.60","HTTP","593","HTTP/1.1 200 OK  (text/plain)"
"182","19.555540","13.107.4.52","192.168.1.60","TCP","54","80  >  58034 [FIN, ACK] Seq=540 Ack=155 Win=4194560 Len=0"
"183","19.555590","192.168.1.60","13.107.4.52","TCP","54","58034  >  80 [ACK] Seq=155 Ack=541 Win=131840 Len=0"
"184","19.555636","192.168.1.60","13.107.4.52","TCP","54","58034  >  80 [FIN, ACK] Seq=155 Ack=541 Win=131840 Len=0"
"185","19.577008","13.107.4.52","192.168.1.60","TCP","54","80  >  58034 [ACK] Seq=541 Ack=156 Win=4194560 Len=0"
"186","19.664054","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","104","Standard query 0xc551 A ipv6.msftconnecttest.com"
"187","19.664108","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","104","Standard query 0xea57 A ipv6.msftconnecttest.com"
"188","19.675240","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","243","Standard query response 0xc551 A ipv6.msftconnecttest.com CNAME v6ncsi.msedge.net CNAME ncsi.6-c-0003.c-msedge.net CNAME 6-c-0003.c-msedge.net SOA ns1.c-msedge.net"
"189","19.676250","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","243","Standard query response 0xea57 A ipv6.msftconnecttest.com CNAME v6ncsi.msedge.net CNAME ncsi.6-c-0003.c-msedge.net CNAME 6-c-0003.c-msedge.net SOA ns1.c-msedge.net"
"190","20.890255","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"191","21.350190","192.168.1.60","224.0.0.251","MDNS","499","Standard query response 0x0000 TXT, cache flush PTR _nvstream_dbd._tcp.local PTR 3.26.0.131-LAPTOP-ENRY.8bedcd81-d8dd-4e58-9650-908d6594b2cc._nvstream_dbd._tcp.local SRV, cache flush 0 0 47989 Laptop-Enry.local PTR, cache flush Laptop-Enry.local PTR, cache flush Laptop-Enry.local A, cache flush 192.168.1.60 AAAA, cache flush fe80::8fd1:3600:8606:118 NSEC, cache flush 3.26.0.131-LAPTOP-ENRY.8bedcd81-d8dd-4e58-9650-908d6594b2cc._nvstream_dbd._tcp.local NSEC, cache flush 60.1.168.192.in-addr.arpa NSEC, cache flush 8.1.1.0.6.0.6.8.0.0.6.3.1.D.F.8.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Laptop-Enry.local OPT"
"192","21.811849","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"193","21.985950","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","ICMPv6","86","Neighbor Solicitation for fe80::8fd1:3600:8606:118 from 10:13:31:ee:61:2a"
"194","21.986121","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","ICMPv6","86","Neighbor Advertisement fe80::8fd1:3600:8606:118 (sol, ovr) is at 40:23:43:60:39:1f"
"195","23.040749","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"196","23.349442","192.168.1.56","224.0.0.251","MDNS","581","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android-3.local PTR, cache flush Android-3.local PTR, cache flush Android-3.local A, cache flush 192.168.1.56 AAAA, cache flush fe80::3051:e0ff:fe61:a710 NSEC, cache flush {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local NSEC, cache flush 56.1.168.192.in-addr.arpa NSEC, cache flush 0.1.7.A.1.6.E.F.F.F.0.E.1.5.0.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-3.local"
"197","23.349595","fe80::3051:e0ff:fe61:a710","ff02::fb","MDNS","601","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android-3.local PTR, cache flush Android-3.local PTR, cache flush Android-3.local A, cache flush 192.168.1.56 AAAA, cache flush fe80::3051:e0ff:fe61:a710 NSEC, cache flush {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local NSEC, cache flush 56.1.168.192.in-addr.arpa NSEC, cache flush 0.1.7.A.1.6.E.F.F.F.0.E.1.5.0.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-3.local"
"198","28.242118","Chongqin_60:39:1f","Broadcast","ARP","42","Who has 192.168.1.1? Tell 192.168.1.60"
"199","28.247397","Technico_ee:61:2a","Chongqin_60:39:1f","ARP","42","192.168.1.1 is at 10:13:31:ee:61:2a"
"200","28.570577","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"201","28.877816","192.168.1.4","224.0.0.251","MDNS","79","Standard query 0x0000 PTR _sengled._udp.local, ""QM"" question"
"202","29.799587","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"203","29.799587","192.168.1.56","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"204","29.800038","192.168.1.56","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"205","29.800038","192.168.1.56","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"206","30.721025","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"207","30.970156","192.168.1.60","20.185.212.106","TCP","55","58010  >  443 [ACK] Seq=1 Ack=1 Win=517 Len=1 [TCP segment of a reassembled PDU]"
"208","31.065240","192.168.1.60","20.54.36.229","TCP","55","58008  >  443 [ACK] Seq=1 Ack=1 Win=513 Len=1 [TCP segment of a reassembled PDU]"
"209","31.082348","20.185.212.106","192.168.1.60","TCP","66","443  >  58010 [ACK] Seq=1 Ack=2 Win=2053 Len=0 SLE=1 SRE=2"
"210","31.117347","20.54.36.229","192.168.1.60","TCP","66","443  >  58008 [ACK] Seq=1 Ack=2 Win=7970 Len=0 SLE=1 SRE=2"
"211","32.257093","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"212","33.178728","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"213","34.050728","192.168.1.60","108.177.127.188","TCP","55","58022  >  5228 [ACK] Seq=1 Ack=1 Win=510 Len=1"
"214","34.087087","108.177.127.188","192.168.1.60","TCP","66","5228  >  58022 [ACK] Seq=1 Ack=2 Win=265 Len=0 SLE=1 SRE=2"
"215","34.100297","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"216","36.865242","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"217","37.407899","192.168.1.60","192.168.1.4","TCP","55","58017  >  60000 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"218","37.407984","192.168.1.60","192.168.1.4","TCP","55","58016  >  60000 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"219","37.410863","192.168.1.4","192.168.1.60","TCP","54","60000  >  58017 [ACK] Seq=1 Ack=2 Win=1369 Len=0"
"220","37.417367","192.168.1.4","192.168.1.60","TCP","54","60000  >  58016 [ACK] Seq=1 Ack=2 Win=1369 Len=0"
"221","37.438998","192.168.1.60","192.168.1.7","TCP","55","58015  >  60000 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"222","37.463274","192.168.1.7","192.168.1.60","TCP","54","60000  >  58015 [ACK] Seq=1 Ack=2 Win=1369 Len=0"
"223","38.094078","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"224","38.708542","192.168.1.1","224.0.0.1","IGMPv3","50","Membership Query, general"
"225","38.708542","192.168.1.59","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"226","38.869235","192.168.1.60","20.185.212.106","TCP","55","58028  >  443 [ACK] Seq=1 Ack=1 Win=514 Len=1 [TCP segment of a reassembled PDU]"
"227","38.985199","20.185.212.106","192.168.1.60","TCP","66","443  >  58028 [ACK] Seq=1 Ack=2 Win=2053 Len=0 SLE=1 SRE=2"
"228","38.996426","192.168.1.60","137.135.225.146","TLSv1.2","112","Application Data"
"229","39.015730","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"230","39.050163","137.135.225.146","192.168.1.60","TLSv1.2","101","Application Data"
"231","39.104234","192.168.1.60","137.135.225.146","TCP","54","58004  >  443 [ACK] Seq=59 Ack=48 Win=512 Len=0"
"232","39.323690","192.168.1.56","224.0.0.251","MDNS","581","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android-3.local PTR, cache flush Android-3.local PTR, cache flush Android-3.local A, cache flush 192.168.1.56 AAAA, cache flush fe80::3051:e0ff:fe61:a710 NSEC, cache flush {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local NSEC, cache flush 56.1.168.192.in-addr.arpa NSEC, cache flush 0.1.7.A.1.6.E.F.F.F.0.E.1.5.0.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-3.local"
"233","39.332595","fe80::3051:e0ff:fe61:a710","ff02::fb","MDNS","601","Standard query response 0x0000 TXT, cache flush PTR _mi-connect._udp.local PTR {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local SRV, cache flush 0 0 56666 Android-3.local PTR, cache flush Android-3.local PTR, cache flush Android-3.local A, cache flush 192.168.1.56 AAAA, cache flush fe80::3051:e0ff:fe61:a710 NSEC, cache flush {""nm"":""Redmi Note 7"",""as"":""[8193, 8194]"",""ip"":""56""}._mi-connect._udp.local NSEC, cache flush 56.1.168.192.in-addr.arpa NSEC, cache flush 0.1.7.A.1.6.E.F.F.F.0.E.1.5.0.3.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android-3.local"
"234","39.571107","192.168.1.60","192.168.1.7","TCP","55","58026  >  60000 [ACK] Seq=1 Ack=1 Win=508 Len=1"
"235","39.571107","192.168.1.60","192.168.1.7","TCP","55","58018  >  60000 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"236","39.577040","192.168.1.7","192.168.1.60","TCP","54","60000  >  58026 [ACK] Seq=1 Ack=2 Win=1386 Len=0"
"237","39.577040","192.168.1.7","192.168.1.60","TCP","54","60000  >  58018 [ACK] Seq=1 Ack=2 Win=1403 Len=0"
"238","39.937382","192.168.1.4","224.0.0.22","IGMPv3","62","Membership Report / Join group 239.255.255.250 for any sources / Join group 224.0.0.251 for any sources"
"239","40.244552","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"240","40.508199","192.168.1.60","192.168.1.4","TCP","55","58019  >  60000 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"241","40.514478","192.168.1.4","192.168.1.60","TCP","54","60000  >  58019 [ACK] Seq=1 Ack=2 Win=1403 Len=0"
"242","40.523580","192.168.1.60","192.168.1.4","TCP","55","58014  >  60000 [ACK] Seq=1 Ack=1 Win=513 Len=1"
"243","40.526152","192.168.1.4","192.168.1.60","TCP","54","60000  >  58014 [ACK] Seq=1 Ack=2 Win=1403 Len=0"
"244","40.848377","192.168.1.60","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"245","41.362388","192.168.1.60","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"246","41.473417","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"247","41.775927","192.0.78.23","192.168.1.60","TLSv1.3","78","Application Data"
"248","41.776436","192.168.1.60","192.0.78.23","TLSv1.3","82","Application Data"
"249","41.841462","192.0.78.23","192.168.1.60","TCP","54","443  >  58033 [ACK] Seq=829 Ack=2336 Win=36352 Len=0"
"250","42.394918","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"251","42.394918","192.168.1.6","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"252","42.447775","AmazonTe_d9:f3:00","Chongqin_60:39:1f","ARP","42","Who has 192.168.1.60? Tell 192.168.1.7"
"253","42.447797","Chongqin_60:39:1f","AmazonTe_d9:f3:00","ARP","42","192.168.1.60 is at 40:23:43:60:39:1f"
"254","42.487117","AmazonTe_53:37:d3","Chongqin_60:39:1f","ARP","42","Who has 192.168.1.60? Tell 192.168.1.4"
"255","42.487157","Chongqin_60:39:1f","AmazonTe_53:37:d3","ARP","42","192.168.1.60 is at 40:23:43:60:39:1f"
"256","43.624391","192.168.1.7","224.0.0.22","IGMPv3","62","Membership Report / Join group 239.255.255.250 for any sources / Join group 224.0.0.251 for any sources"
"257","44.852746","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"258","45.467173","192.168.1.56","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"259","46.081568","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"260","46.349035","192.168.1.60","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"261","47.003291","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"262","50.748990","192.168.1.60","157.90.91.75","TCP","55","[TCP Keep-Alive] 58030  >  443 [ACK] Seq=1387 Ack=927 Win=131072 Len=1"
"263","50.806758","157.90.91.75","192.168.1.60","TCP","66","[TCP Keep-Alive ACK] 443  >  58030 [ACK] Seq=927 Ack=1388 Win=64128 Len=0 SLE=1387 SRE=1388"
"264","51.550220","192.168.1.60","162.219.225.118","TCP","55","[TCP Keep-Alive] 58032  >  443 [ACK] Seq=2022 Ack=10208 Win=131072 Len=1"
"265","51.627060","192.168.1.60","157.90.91.75","TCP","55","[TCP Keep-Alive] 58029  >  443 [ACK] Seq=6071 Ack=6398 Win=131328 Len=1[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"266","51.967530","192.168.1.60","162.219.225.118","TCP","55","[TCP Keep-Alive] 58031  >  443 [ACK] Seq=581 Ack=422 Win=130560 Len=1"
"267","51.983273","157.90.91.75","192.168.1.60","TCP","66","[TCP Window Update] 443  >  58029 [ACK] Seq=6398 Ack=6072 Win=64128 Len=0 SLE=6071 SRE=6072"
"268","51.996708","162.219.225.118","192.168.1.60","TCP","66","[TCP Keep-Alive ACK] 443  >  58031 [ACK] Seq=422 Ack=582 Win=139264 Len=0 SLE=581 SRE=582"
"269","53.359621","192.168.1.60","224.0.0.251","MDNS","476","Standard query response 0x0000 TXT, cache flush PTR _nvstream_dbd._tcp.local PTR 3.26.0.131-LAPTOP-ENRY.8bedcd81-d8dd-4e58-9650-908d6594b2cc._nvstream_dbd._tcp.local SRV, cache flush 0 0 47989 Laptop-Enry.local PTR, cache flush Laptop-Enry.local PTR, cache flush Laptop-Enry.local A, cache flush 192.168.1.60 AAAA, cache flush fe80::8fd1:3600:8606:118 NSEC, cache flush 3.26.0.131-LAPTOP-ENRY.8bedcd81-d8dd-4e58-9650-908d6594b2cc._nvstream_dbd._tcp.local NSEC, cache flush 60.1.168.192.in-addr.arpa NSEC, cache flush 8.1.1.0.6.0.6.8.0.0.6.3.1.D.F.8.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Laptop-Enry.local"
"270","54.665727","fe80::8fd1:3600:8606:118","ff02::1:ffee:612a","ICMPv6","86","Neighbor Solicitation for fe80::1213:31ff:feee:612a from 40:23:43:60:39:1f"
"271","54.673001","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","ICMPv6","86","Neighbor Advertisement fe80::1213:31ff:feee:612a (rtr, sol, ovr) is at 10:13:31:ee:61:2a"
"272","54.680940","Chongqin_60:39:1f","Broadcast","ARP","42","Who has 192.168.1.1? Tell 192.168.1.60"
"273","54.684177","Technico_ee:61:2a","Chongqin_60:39:1f","ARP","42","192.168.1.1 is at 10:13:31:ee:61:2a"
"274","54.696194","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","96","Standard query 0x5117 AAAA dns.msftncsi.com"
"275","54.708572","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","124","Standard query response 0x5117 AAAA dns.msftncsi.com AAAA fd3e:4f5a:5b81::1"
"276","55.036508","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","103","Standard query 0x6aaf A www.msftconnecttest.com"
"277","55.036780","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","104","Standard query 0xacbb A ipv6.msftconnecttest.com"
"278","55.048329","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","239","Standard query response 0x6aaf A www.msftconnecttest.com CNAME ncsi-geo.trafficmanager.net CNAME v4ncsi.msedge.net CNAME ncsi.4-c-0003.c-msedge.net CNAME 4-c-0003.c-msedge.net A 13.107.4.52"
"279","55.049157","192.168.1.60","13.107.4.52","TCP","66","58035  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"280","55.050041","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","243","Standard query response 0xacbb A ipv6.msftconnecttest.com CNAME v6ncsi.msedge.net CNAME ncsi.6-c-0003.c-msedge.net CNAME 6-c-0003.c-msedge.net SOA ns1.c-msedge.net"
"281","55.069604","13.107.4.52","192.168.1.60","TCP","66","80  >  58035 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"282","55.069707","192.168.1.60","13.107.4.52","TCP","54","58035  >  80 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"283","55.069893","192.168.1.60","13.107.4.52","HTTP","208","GET /connecttest.txt HTTP/1.1 "
"284","55.092623","13.107.4.52","192.168.1.60","TCP","54","80  >  58035 [ACK] Seq=1 Ack=155 Win=4194560 Len=0"
"285","55.095459","13.107.4.52","192.168.1.60","HTTP","593","HTTP/1.1 200 OK  (text/plain)"
"286","55.095459","13.107.4.52","192.168.1.60","TCP","54","80  >  58035 [FIN, ACK] Seq=540 Ack=155 Win=4194560 Len=0"
"287","55.095523","192.168.1.60","13.107.4.52","TCP","54","58035  >  80 [ACK] Seq=155 Ack=541 Win=131840 Len=0"
"288","55.095571","192.168.1.60","13.107.4.52","TCP","54","58035  >  80 [FIN, ACK] Seq=155 Ack=541 Win=131840 Len=0"
"289","55.116104","13.107.4.52","192.168.1.60","TCP","54","80  >  58035 [ACK] Seq=541 Ack=156 Win=4194560 Len=0"
"290","55.217851","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","104","Standard query 0x7dd5 A ipv6.msftconnecttest.com"
"291","55.217851","fe80::8fd1:3600:8606:118","fe80::1213:31ff:feee:612a","DNS","104","Standard query 0x3775 A ipv6.msftconnecttest.com"
"292","55.245022","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","243","Standard query response 0x7dd5 A ipv6.msftconnecttest.com CNAME v6ncsi.msedge.net CNAME ncsi.6-c-0003.c-msedge.net CNAME 6-c-0003.c-msedge.net SOA ns1.c-msedge.net"
"293","55.245818","fe80::1213:31ff:feee:612a","fe80::8fd1:3600:8606:118","DNS","243","Standard query response 0x3775 A ipv6.msftconnecttest.com CNAME v6ncsi.msedge.net CNAME ncsi.6-c-0003.c-msedge.net CNAME 6-c-0003.c-msedge.net SOA ns1.c-msedge.net"
"294","55.297918","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"295","55.912406","fe80::cc2a:47ff:fefd:3458","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"296","55.912406","192.168.1.59","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"297","55.912470","fe80::cc2a:47ff:fefd:3458","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"298","55.913415","192.168.1.59","255.255.255.255","DHCP","340","DHCP Request  - Transaction ID 0x47a0ed80"
"299","55.913415","192.168.1.59","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"300","55.913454","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.59? Tell 192.168.1.1"
"301","55.913454","fe80::cc2a:47ff:fefd:3458","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"302","56.219631","fe80::cc2a:47ff:fefd:3458","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"303","56.526952","192.168.1.59","224.0.0.251","MDNS","123","Standard query 0x0000 ANY Android.local, ""QU"" question ANY Android.local, ""QU"" question A 192.168.1.59 AAAA fe80::cc2a:47ff:fefd:3458"
"304","56.526952","fe80::cc2a:47ff:fefd:3458","ff02::fb","MDNS","143","Standard query 0x0000 ANY Android.local, ""QU"" question ANY Android.local, ""QU"" question A 192.168.1.59 AAAA fe80::cc2a:47ff:fefd:3458"
"305","56.526952","Technico_ee:61:2a","Broadcast","ARP","42","Who has 192.168.1.19? Tell 192.168.1.1"
"306","56.527719","192.168.1.59","224.0.0.251","MDNS","123","Standard query 0x0000 ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question A 192.168.1.59 AAAA fe80::cc2a:47ff:fefd:3458"
"307","56.527719","fe80::cc2a:47ff:fefd:3458","ff02::fb","MDNS","143","Standard query 0x0000 ANY Android.local, ""QM"" question ANY Android.local, ""QM"" question A 192.168.1.59 AAAA fe80::cc2a:47ff:fefd:3458"
"308","56.834078","192.168.1.59","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
